ship_city,ship_state,ship_postal_code,ship_country
Delhi,Delhi,110096.0,IN
MUMBAi,MAHARASHTRA,400008.0,IN
LIDO TOWN,ASSAM,786182.0,IN
SALCETE,GOA,403716.0,IN
Mohali,PUNJAB,140301.0,IN
SOLAN,HIMACHAL PRADESH,173223.0,IN
GANDHINAGAR,Gujarat,382016.0,IN
Kolkata,WEST BENGAL,700012.0,IN
Padrauna,UTTAR PRADESH,274304.0,IN
Burdwan,WEST BENGAL,713102.0,IN
TADIPATRI,ANDHRA PRADESH,515411.0,IN
Cherupuzha,KERALA,670511.0,IN
Bilaspur,CHHATTISGARH,495006.0,IN
BANGALORE,KARNATAKA,560091.0,IN
"Pub Daniram Pather,Hojai",ASSAM,782435.0,IN
ARARIA,BIHAR,854318.0,IN
Trivandrum,KERALA,695587.0,IN
Madhurawada,ANDHRA PRADESH,530048.0,IN
BANKURA,WEST BENGAL,722183.0,IN
Sangli,MAHARASHTRA,416416.0,IN
Aruppukottai,TAMIL NADU,625022.0,IN
RAMPUR MANIHARAN,UTTAR PRADESH,247451.0,IN
PERUMBAIKAD,KERALA,686561.0,IN
Vizianagaram,ANDHRA PRADESH,535145.0,IN
SAMPLA,HARYANA,124501.0,IN
JALANDHAR,PUNJAB,144013.0,IN
Lakhisarai,BIHAR,811106.0,IN
Upper tadong,SIKKIM,737102.0,IN
Vadodara,Gujarat,387340.0,IN
MINAKHAN,WEST BENGAL,743425.0,IN
kunnamangalam,KERALA,673571.0,IN
SIBSAGAR,ASSAM,785671.0,IN
TRIVANDRUM,KERALA,695024.0,IN
Diyun,ARUNACHAL PRADESH,792103.0,IN
AKBARPUR,UTTAR PRADESH,209311.0,IN
BELPAHAR,ODISHA,768217.0,IN
LONAND,MAHARASHTRA,415521.0,IN
DEULIA,WEST BENGAL,743424.0,IN
CHELAKKARA,KERALA,680591.0,IN
Kolkata,WEST BENGAL,700036.0,IN
Vijayapur.,KARNATAKA,586121.0,IN
HYDERABAD,ANDHRA PRADESH,500073.0,IN
Kottayam,KERALA,686576.0,IN
BORSAD,Gujarat,388540.0,IN
Irinjalakuda,KERALA,680711.0,IN
Bijpur,UTTAR PRADESH,231223.0,IN
Dandeli,KARNATAKA,581325.0,IN
LATERI,MADHYA PRADESH,464114.0,IN
Ankleshwar,Gujarat,393010.0,IN
coimbatore,TAMIL NADU,641025.0,IN
HONAVAR,KARNATAKA,581334.0,IN
Kujang,ODISHA,754141.0,IN
ERATTUPETTA,KERALA,686121.0,IN
ARMOOR,TELANGANA,503224.0,IN
LANKA,ASSAM,782446.0,IN
Visakhapatnam,ANDHRA PRADESH,530016.0,IN
Jaipur,Rajasthan,302023.0,IN
ORAGADAM INDUSTRIAL AREA,TAMIL NADU,631604.0,IN
YELAMANCHILI,ANDHRA PRADESH,534266.0,IN
NTPC SIPAT TOWNSHIP,CHHATTISGARH,495555.0,IN
jalandhar,PUNJAB,144002.0,IN
CHENGANNUR,KERALA,689123.0,IN
RUPBAS,RAJASTHAN,321404.0,IN
MADHEPURA,BIHAR,852101.0,IN
Balurghat,WEST BENGAL,733101.0,IN
MANENDRAGARH,CHHATTISGARH,497442.0,IN
KAPRAIN,RAJASTHAN,323301.0,IN
Calicut medical college,KERALA,673008.0,IN
PUNE 411004,MAHARASHTRA,411004.0,IN
BAGALKOT,KARNATAKA,591220.0,IN
Ponkunnam,KERALA,686506.0,IN
SUJANGARH,RAJASTHAN,341304.0,IN
SRINAGAR,UTTARAKHAND,246174.0,IN
PATHARDIH,JHARKHAND,828119.0,IN
Hyderabad,TELANGANA,501401.0,IN
HINGOLI,MAHARASHTRA,431513.0,IN
VALLABHIPUR,Gujarat,364310.0,IN
KUSHINAGAR,UTTAR PRADESH,274801.0,IN
SABATHU,HIMACHAL PRADESH,173206.0,IN
"khajaguda, Gachibowli",TELANGANA,500104.0,IN
hyderabad,TELANGANA,500060.0,IN
Urapakkam,TAMIL NADU,603210.0,IN
"Gurgaon, HSIIDC SOHNA",HARYANA,122103.0,IN
Kochi,KERALA,682016.0,IN
CHENNAI,TAMIL NADU,600009.0,IN
SILIGURI,WEST BENGAL,734005.0,IN
ANANTAPUR,ANDHRA PRADESH,515767.0,IN
Bibinagar hyderabad,TELANGANA,508126.0,IN
KARKAL,KARNATAKA,576111.0,IN
AMRITSAR,PUNJAB,143116.0,IN
BELLAMPALLE,TELANGANA,504251.0,IN
Ponnampet,KARNATAKA,571216.0,IN
Rourkela,ODISHA,769042.0,IN
PURI,ODISHA,752002.0,IN
WEST TRIPURA,TRIPURA,799006.0,IN
CUTTACK,ODISHA,754010.0,IN
MURUD,MAHARASHTRA,402202.0,IN
KUMARGHAT,TRIPURA,799264.0,IN
CHOPAN,UTTAR PRADESH,231205.0,IN
HIJULI,WEST BENGAL,723121.0,IN
SURAT,Gujarat,394445.0,IN
DEHRI ON SONE,BIHAR,821305.0,IN
Beet bazar,TELANGANA,506001.0,IN
VEERAKKALPUDUR,TAMIL NADU,636403.0,IN
NAVSARI,Gujarat,396469.0,IN
SURAT,Gujarat,394240.0,IN
VIJAYAWADA,ANDHRA PRADESH,520009.0,IN
jodhpur,RAJASTHAN,342003.0,IN
Bhimadole,ANDHRA PRADESH,534425.0,IN
chennai,TAMIL NADU,600116.0,IN
Honda,GOA,403530.0,IN
Gangtok,SIKKIM,737101.0,IN
SANGAREDDY,TELANGANA,502285.0,IN
"Armori, Dist. Gadchiroli",MAHARASHTRA,441208.0,IN
KOILAKUNTLA,ANDHRA PRADESH,518134.0,IN
PRAYAGRAJ,UTTAR PRADESH,211001.0,IN
SALASAR,RAJASTHAN,331506.0,IN
Barasst,WEST BENGAL,743424.0,IN
CHITTOOR,ANDHRA PRADESH,517429.0,IN
CHANDANNAGAR,WEST BENGAL,712137.0,IN
Gudiyatham Vellore,TAMIL NADU,632601.0,IN
MUDALGI,KARNATAKA,591312.0,IN
"Ranip,AHMEDABAD",Gujarat,382480.0,IN
PANAGUDI,TAMIL NADU,627109.0,IN
ALLIPUR,TELANGANA,502318.0,IN
VIKRAVANDI,TAMIL NADU,605652.0,IN
OLAVANNA,KERALA,673014.0,IN
Agra-282001,UTTAR PRADESH,282001.0,IN
KHATEGAON,MADHYA PRADESH,455336.0,IN
BANGALORE,KARNATAKA,560049.0,IN
VIRAJPETE,KARNATAKA,571219.0,IN
Convoy ground,SIKKIM,737102.0,IN
GORAKHPUR,UTTAR PRADESH,273017.0,IN
"Kakkanad,Kochi",KERALA,682021.0,IN
Tumkur,KARNATAKA,572201.0,IN
BHURAGAON,ASSAM,782001.0,IN
ARIYALLUR,KERALA,673314.0,IN
KASHINAGARA,ODISHA,761206.0,IN
ANANTAPUR,ANDHRA PRADESH,515445.0,IN
Navi Mumbai,MAHARASHTRA,400703.0,IN
patiala,PUNJAB,147003.0,IN
Coimbatore,TAMIL NADU,642003.0,IN
KHARKHAUDA,UTTAR PRADESH,245206.0,IN
BABHALESHWAR,MAHARASHTRA,413713.0,IN
GAJRAULA,UTTAR PRADESH,244235.0,IN
MADDUR,KARNATAKA,571419.0,IN
West Delhi,DELHI,110059.0,IN
ALIPURDUAR,WEST BENGAL,736122.0,IN
Ulundurpet tk,TAMIL NADU,607202.0,IN
NORTH 24 PARGANAS,WEST BENGAL,743248.0,IN
MAZBAT,ASSAM,784114.0,IN
BAHRAICH,UTTAR PRADESH,271821.0,IN
Bangalore,KARNATAKA,560026.0,IN
SECUNDERABAD,TELANGANA,500040.0,IN
Nashik,MAHARASHTRA,422005.0,IN
SORENG,SIKKIM,737121.0,IN
"KYATHSANDRA, Tumkur",KARNATAKA,572104.0,IN
AURAIYA,UTTAR PRADESH,206244.0,IN
Secundrabad,TELANGANA,500014.0,IN
LILONG IMPHAL WEST,MANIPUR,795130.0,IN
Shegaon bk,MAHARASHTRA,442906.0,IN
Police station - BIKRAM     Tehsil- Danapur,BIHAR,801104.0,IN
Kottayam,KERALA,686602.0,IN
TARAORI,HARYANA,132116.0,IN
MEGHRAJ,Gujarat,383350.0,IN
Rajarhat Gopalpur,WEST BENGAL,700136.0,IN
AROOR,KERALA,688547.0,IN
BANGALORE,KARNATAKA,560100.0,IN
Mangaon,MAHARASHTRA,402104.0,IN
KOLATHUR,TAMIL NADU,636303.0,IN
HASIMNAGAR,WEST BENGAL,743513.0,IN
Ahmedabad,Gujarat,380001.0,IN
edapally,KERALA,682024.0,IN
Pallakad,KERALA,679514.0,IN
PATHANAMTHITTA,KERALA,689545.0,IN
Chandauli UP,UTTAR PRADESH,232106.0,IN
CHENNAI,TAMIL NADU,600030.0,IN
Mumbra,MAHARASHTRA,400612.0,IN
margao,GOA,403601.0,IN
HAJIRA,Gujarat,394270.0,IN
BUXAR,BIHAR,802103.0,IN
Lagola,WEST BENGAL,742148.0,IN
KOLKATA,WEST BENGAL,700124.0,IN
PUNE,MAHARASHTRA,411019.0,IN
Kolkata,WEST BENGAL,700096.0,IN
BHALKI,KARNATAKA,585328.0,IN
delhi,DELHI,110016.0,IN
NADUVANNUR,KERALA,673614.0,IN
Nalasopara east,MAHARASHTRA,401209.0,IN
Kolkata,WEST BENGAL,700101.0,IN
Vijay Pore,JAMMU & KASHMIR,184120.0,IN
KORAPUT,ODISHA,764036.0,IN
RAJAHMUNDRY,ANDHRA PRADESH,533126.0,IN
mumbai,MAHARASHTRA,400043.0,IN
PITHORAGARH,UTTARAKHAND,262502.0,IN
SOUTH WEST DELHI,DELHI,110074.0,IN
Ernakulam District,KERALA,683515.0,IN
Barrackpore,WEST BENGAL,700122.0,IN
BIJAULI INDUSTRIAL AREA,UTTAR PRADESH,284135.0,IN
"Pattambi, Palakkad",KERALA,679303.0,IN
Mira Bhayander,MAHARASHTRA,401107.0,IN
Kanyakumari district,TAMIL NADU,629501.0,IN
CHHIPABAROD,RAJASTHAN,325221.0,IN
Hubli,KARNATAKA,580025.0,IN
JOGIPET,TELANGANA,502270.0,IN
Ahmedabad,Gujarat,382481.0,IN
JODHPUR,RJ,342009.0,IN
AGIRIPALLE,ANDHRA PRADESH,521211.0,IN
Kolkata,WEST BENGAL,700026.0,IN
GAURA KALA,UTTAR PRADESH,221104.0,IN
AROOR,KERALA,688535.0,IN
Guntur,ANDHRA PRADESH,522501.0,IN
HARIJ,Gujarat,384240.0,IN
MUMBAI.,MAHARASHTRA,400091.0,IN
Ulhasnagar 3,MAHARASHTRA,421003.0,IN
ERNAKULAM,KERALA,683501.0,IN
Alappuzha,KERALA,688013.0,IN
Mahasla,MAHARASHTRA,402105.0,IN
Jalandhar,PUNJAB,144002.0,IN
East delhi,DELHI,110092.0,IN
Hyderabad,TELANGANA,500075.0,IN
ROHA ASHTAMI,MAHARASHTRA,402109.0,IN
hyderabad,TELANGANA,500013.0,IN
VEERAPANDIANPATTINAM,TAMIL NADU,628216.0,IN
NEW DELHI 110075,DELHI,110075.0,IN
Kapurthala,PUNJAB,144602.0,IN
Nagaon,ASSAM,782003.0,IN
TIRUVALLUR,TAMIL NADU,600053.0,IN
Chennai,TAMIL NADU,600016.0,IN
pallikunnu (p O),KERALA,670004.0,IN
DORAHA,PUNJAB,141421.0,IN
Aluva,KERALA,683518.0,IN
Chennai,TAMIL NADU,600031.0,IN
DAMARA PATPARA,ASSAM,783122.0,IN
KANCHIPURAM,TAMIL NADU,600070.0,IN
Ernakulam,KERALA,683574.0,IN
PATHSALA,ASSAM,781325.0,IN
Thiruchengode,TAMIL NADU,637215.0,IN
CHANDIGARH,CHANDIGARH,160061.0,IN
PAMPAKUDA VIA,KERALA,686667.0,IN
VIRAR,MAHARASHTRA,401305.0,IN
SAMBRA,KARNATAKA,591124.0,IN
Warangal urban,TELANGANA,506001.0,IN
DOD BALLAPUR,KARNATAKA,561205.0,IN
Sahakar Nagar PUNE,MAHARASHTRA,411009.0,IN
AHORE,RAJASTHAN,307029.0,IN
Majorda,GOA,403713.0,IN
THOOTHUKKUDI,TAMIL NADU,628205.0,IN
KANNUR,KERALA,670582.0,IN
NIALI,ODISHA,754004.0,IN
Mainpuri,UTTAR PRADESH,206301.0,IN
SRIPERUMBUDUR pH:9944226768,TAMIL NADU,602105.0,IN
Kathgodam (haldwani),UTTARAKHAND,263139.0,IN
Haripad,KERALA,690507.0,IN
bikaner,RAJASTHAN,334001.0,IN
HOSDURG,KERALA,671326.0,IN
Kollam,KERALA,691505.0,IN
"Rajpura Town, Dist Patiala",PUNJAB,140401.0,IN
KHAMMAM,TELANGANA,507164.0,IN
MATHURA,UTTAR PRADESH,281006.0,IN
ERODE DISTRICT,TAMIL NADU,638311.0,IN
Namakkal,TAMIL NADU,637201.0,IN
Hanamkonda,TELANGANA,506001.0,IN
MUMBAI 400102,MAHARASHTRA,400102.0,IN
Pulpally,KERALA,673579.0,IN
BANGALORE,KARNATAKA,560077.0,IN
Sohna,HARYANA,122103.0,IN
chennai,TAMIL NADU,600045.0,IN
RAJKOT,Gujarat,360330.0,IN
KANGRA,HIMACHAL PRADESH,176081.0,IN
GADCHIROLI,MAHARASHTRA,442605.0,IN
HINDUSTHAN CABLES TOWN,WEST BENGAL,713335.0,IN
Visakhapatnam,ANDHRA PRADESH,530027.0,IN
AGRA,UTTAR PRADESH,282009.0,IN
GUNTUR,ANDHRA PRADESH,522017.0,IN
Banglore,KARNATAKA,560102.0,IN
"Kalyanpur,lucknow",UTTAR PRADESH,226022.0,IN
Caranzalem - Tiswadi,Goa,403002.0,IN
KOTTAYAM,KERALA,686610.0,IN
JODHPUR,RAJASTHAN,342304.0,IN
Bagalkot,KARNATAKA,587103.0,IN
Delhi,DELHI,110096.0,IN
vadodara,Gujarat,390011.0,IN
RAIPUR,CHHATTISGARH,493221.0,IN
PALAKKAD,KERALA,678612.0,IN
"Mettur, Salem",TAMIL NADU,636402.0,IN
TADEPALLIGUDEM,ANDHRA PRADESH,534145.0,IN
MYSURU,KARNATAKA,571130.0,IN
RISHIKESH,UTTARAKHAND,249302.0,IN
THARIAL,PUNJAB,145024.0,IN
Imphal,MANIPUR,795001.0,IN
Jamshedpur,JHARKHAND,832110.0,IN
Bikaner,RAJASTHAN,334022.0,IN
DELHI Cantt,DELHI,110010.0,IN
New Delhi,DELHI,110009.0,IN
Nerul (EAST),MAHARASHTRA,400706.0,IN
BENGALURU; 560047,KARNATAKA,560047.0,IN
chennai,TAMIL NADU,600001.0,IN
Pimpri chinchwad,MAHARASHTRA,411033.0,IN
Raia,Goa,403720.0,IN
Rajkot,Gujarat,360002.0,IN
New delhi,DELHI,110091.0,IN
Kozhikode,KERALA,673005.0,IN
THIRUVANANTHAPURAM,KERALA,695563.0,IN
Aluva Ernakulam,KERALA,683511.0,IN
new delhi,DELHI,110017.0,IN
Shirwal,MAHARASHTRA,412801.0,IN
Thane West,MAHARASHTRA,400615.0,IN
Uttam nagar,DELHI,110059.0,IN
Satara,MAHARASHTRA,412806.0,IN
HAMIRPUR,HIMACHAL PRADESH,177022.0,IN
Bhuj,Gujarat,370001.0,IN
MEERUT,UTTAR PRADESH,250005.0,IN
Coimbatore,TAMIL NADU,641007.0,IN
JAT,MAHARASHTRA,416402.0,IN
Rangia,ASSAM,781380.0,IN
Dhanbad,JHARKHAND,828109.0,IN
HINDAUN,RAJASTHAN,322236.0,IN
Chennai,TAMIL NADU,600085.0,IN
Dombiwali (e),MAHARASHTRA,421201.0,IN
Kedgaon,MAHARASHTRA,412203.0,IN
NJARACKAL,KERALA,682505.0,IN
Kalyan west,MAHARASHTRA,421301.0,IN
RAJGIR,BIHAR,803121.0,IN
Wadakkanchery,KERALA,680582.0,IN
delhi,DELHI,110051.0,IN
Old goa,GOA,403402.0,IN
NADATHARA,KERALA,680751.0,IN
satna,MADHYA PRADESH,485001.0,IN
FARIDKOT,PUNJAB,151212.0,IN
Oragadam Industrial Area,TAMIL NADU,602105.0,IN
GORUMAHISANI,ODISHA,757042.0,IN
Bicholim,GOA,403504.0,IN
Tiruppur,TAMIL NADU,641603.0,IN
SHAHPUR,KARNATAKA,585223.0,IN
kolkata,WEST BENGAL,700038.0,IN
KAILASAHAR,TRIPURA,799277.0,IN
Kolkata,WEST BENGAL,700132.0,IN
CHANDIGARH,CHANDIGARH,160015.0,IN
KENDRAPARA,ODISHA,754212.0,IN
new delhi,DELHI,110055.0,IN
KAIKALURU,ANDHRA PRADESH,521333.0,IN
RAHON,PUNJAB,144517.0,IN
MUNDERA BAZAR,UTTAR PRADESH,273201.0,IN
Shillong,MEGHALAYA,793021.0,IN
Hyderabad,TELANGANA,500033.0,IN
SHAHPUR BURHANPUR DISTRICT,MADHYA PRADESH,450445.0,IN
CHENNAI 600028,TAMIL NADU,600028.0,IN
mumbai,MAHARASHTRA,400027.0,IN
Eluru,ANDHRA PRADESH,534006.0,IN
SECUNDERABAD,TELANGANA,500094.0,IN
VAIKOM,KERALA,686611.0,IN
Chengannur,KERALA,689624.0,IN
"Chenghlepet Taluk, Kancheepuram Dt.",TAMIL NADU,603204.0,IN
BARWAHA,MADHYA PRADESH,451115.0,IN
Tumakuru,KARNATAKA,572101.0,IN
Mohali,PUNJAB,140308.0,IN
KOLAZHY,KERALA,680581.0,IN
"PIMPRI CHINCHWAD, Pune",MAHARASHTRA,411039.0,IN
PEDDAPALLI,TELANGANA,505184.0,IN
SUNDARNAGAR,HIMACHAL PRADESH,175018.0,IN
Thane West,MAHARASHTRA,400607.0,IN
Thrumalagiri,TELANGANA,508223.0,IN
SIWAN,BIHAR,841232.0,IN
BOKO,ASSAM,781123.0,IN
Gurugram,HARYANA,121102.0,IN
Thirumanagalam madurai,TAMIL NADU,625706.0,IN
CHITTOOR,ANDHRA PRADESH,517234.0,IN
KADAPA,ANDHRA PRADESH,516329.0,IN
Ichapur,WEST BENGAL,743144.0,IN
boisar,MAHARASHTRA,401501.0,IN
HARINGHATA FARM,WEST BENGAL,741246.0,IN
Nellore,ANDHRA PRADESH,524121.0,IN
Anantapur district,ANDHRA PRADESH,515571.0,IN
SAHAWAR,UTTAR PRADESH,207245.0,IN
ERNAKULAM,KERALA,682024.0,IN
THENI ALLINAGARAM,TAMIL NADU,625531.0,IN
OLLUR,KERALA,680322.0,IN
Kancheepuram District,TAMIL NADU,603204.0,IN
Agarwada,GOA,403512.0,IN
Visakhapatnam,ANDHRA PRADESH,530007.0,IN
ERODEErode,TAMIL NADU,638011.0,IN
churachandpur,MANIPUR,795128.0,IN
BHIMAVARAM,ANDHRA PRADESH,534239.0,IN
HIRIYUR,KARNATAKA,577598.0,IN
Ernakulam,KERALA,682305.0,IN
District MANDI,HIMACHAL PRADESH,175001.0,IN
siruguppa,KARNATAKA,583121.0,IN
BHIMADOLE,ANDHRA PRADESH,534425.0,IN
Gajraula,UTTAR PRADESH,244235.0,IN
"Polur,Thiruvannamalai district",TAMIL NADU,606803.0,IN
Delhi,DELHI,110058.0,IN
KATHUA,JAMMU & KASHMIR,184151.0,IN
noida,UTTAR PRADESH,201306.0,IN
KOREGAON,MAHARASHTRA,415107.0,IN
KUDUR,KARNATAKA,561101.0,IN
PEDDAPALLE,TELANGANA,505174.0,IN
THIRUVARUR,TAMIL NADU,614706.0,IN
SOUTH WEST DELHI,DELHI,110078.0,IN
Lalitpur,UTTAR PRADESH,284403.0,IN
Bengaluru,KARNATAKA,562110.0,IN
VIRAJPETE,KARNATAKA,571217.0,IN
CHANDIGARH,CHANDIGARH,160020.0,IN
KANCHIKACHERLA,ANDHRA PRADESH,521180.0,IN
VALSAD,Gujarat,396020.0,IN
Guwahati,ASSAM,781022.0,IN
"Danapur, Patna",BIHAR,800012.0,IN
AMRITSAR,PUNJAB,143606.0,IN
chennnai,TAMIL NADU,600045.0,IN
HISAR,HARYANA,125004.0,IN
"Pimple Saudagar, Pimpri-Chinchwad",MAHARASHTRA,411027.0,IN
Jarwa road tulsipur,UTTAR PRADESH,271208.0,IN
Hyderabad,TELANGANA,501301.0,IN
PALLIPPURAM ALAPPUZHA DISTRICT,KERALA,688528.0,IN
BHOPAL,MADHYA PRADESH,462002.0,IN
Jajur road,Odisha,755022.0,IN
Moolavaikkal,TAMIL NADU,638453.0,IN
Yadgir,KARNATAKA,585202.0,IN
"Malkajgiri, Hyderabad",TELANGANA,500047.0,IN
School line,ANDAMAN & NICOBAR ,744102.0,IN
"EVERSHINE CITY, VASAI (EAST)",MAHARASHTRA,401202.0,IN
Coimbatore,TAMIL NADU,641105.0,IN
NAYA BARADWAR,CHHATTISGARH,495687.0,IN
GHANSOLI  NAVI MUMBAI,MAHARASHTRA,400701.0,IN
MALKAJGIRI,TELANGANA,500047.0,IN
Nasik,MAHARASHTRA,422001.0,IN
Kolkata,WEST BENGAL,700157.0,IN
INDORE,MADHYA PRADESH,452007.0,IN
TRIVANDRUM,KERALA,695003.0,IN
Namchi South sikkim,SIKKIM,737126.0,IN
BEGOWAL,PUNJAB,144621.0,IN
MANGAON,MAHARASHTRA,402112.0,IN
Addanki,ANDHRA PRADESH,523201.0,IN
Nalgonda,TELANGANA,508001.0,IN
Chennai,TAMIL NADU,600024.0,IN
Rourkela,ODISHA,769005.0,IN
Uran,MAHARASHTRA,400702.0,IN
GREATER NOIDA,UTTAR PRADESH,201301.0,IN
Mudigere,KARNATAKA,577132.0,IN
DHARAMPUR,Gujarat,396050.0,IN
East DELHI,DELHI,110092.0,IN
ALAPPUZHA,KERALA,688006.0,IN
Warangal,TELANGANA,506315.0,IN
Pimpri-Chinchwad,MAHARASHTRA,411027.0,IN
THIRUVANANTHAPURAM,KERALA,695523.0,IN
KALABURGI 585102,KARNATAKA,585102.0,IN
Calicut,KERALA,673655.0,IN
Thoothukudi,TAMIL NADU,628103.0,IN
Bangalore,KARNATAKA,560046.0,IN
"Sector - 15 , Rohini",DELHI,110089.0,IN
Ahmedabad,Gujarat,380060.0,IN
"POOTHAKKULAM,PARIPPALLY",KERALA,691302.0,IN
AHMADNAGAR,MAHARASHTRA,414005.0,IN
BENGALURUBangalore,KARNATAKA,560080.0,IN
SOUTH GOA,GOA,403703.0,IN
Bangalore,KARNATAKA,560039.0,IN
"Opposite Jains public school,Thirumudivakam",TAMIL NADU,600044.0,IN
HYDERABAD,ANDHRA PRADESH,500049.0,IN
Jaipur,RAJASTHAN,302003.0,IN
"Ranipet, VELLORE DT",TAMIL NADU,632405.0,IN
METTUPALAYAM TIRUCHIRAPPALLI DISTRICT,TAMIL NADU,621210.0,IN
Jammu,JAMMU & KASHMIR,180019.0,IN
PORBANDAR,Gujarat,360577.0,IN
"Pedapadu,westgodavari",ANDHRA PRADESH,534437.0,IN
Chennai,TAMIL NADU,600058.0,IN
MORSHI,MAHARASHTRA,444707.0,IN
KOLKATA,WEST BENGAL,700143.0,IN
JAMUHAN,UTTAR PRADESH,206244.0,IN
Ahmedabad,Gujarat,382350.0,IN
bokaro,JHARKHAND,827001.0,IN
PRAYAGRAJ,UTTAR PRADESH,211006.0,IN
PALAKKAD,KERALA,678684.0,IN
Ahmedpur,MAHARASHTRA,413523.0,IN
RANCHI,JHARKHAND,835221.0,IN
SALEM,TAMIL NADU,636002.0,IN
Visakhapatnam,ANDHRA PRADESH,530011.0,IN
New Delhi,DELHI,110048.0,IN
DOMBIVALI,MAHARASHTRA,421202.0,IN
POLLACHI,TAMIL NADU,642114.0,IN
Sivakasi,TAMIL NADU,626123.0,IN
Kanchipuram,TAMIL NADU,631552.0,IN
PALAI,KERALA,686573.0,IN
meerut,UTTAR PRADESH,250001.0,IN
KOTTARAKKARA,KERALA,691505.0,IN
Ghatampur,UTTAR PRADESH,209206.0,IN
SECUNDERAB,TELANGANA,500017.0,IN
SECUNDERABAD,TELANGANA,500108.0,IN
NAKODAR,PUNJAB,144630.0,IN
MALAUT,PUNJAB,152107.0,IN
Kolkata,WEST BENGAL,700015.0,IN
MATHURA,UTTAR PRADESH,281003.0,IN
Tumkur,KARNATAKA,576101.0,IN
MALAPPURAM,KERALA,676561.0,IN
Madurai,TAMIL NADU,625020.0,IN
new delhi,New Delhi,110045.0,IN
POTTORE,KERALA,680596.0,IN
Muzaffarpur,BIHAR,842001.0,IN
MALEGAON,MAHARASHTRA,423105.0,IN
TIRUPATHUR VELLORE DISTRICT,TAMIL NADU,635602.0,IN
Meerut,UTTAR PRADESH,250103.0,IN
CHINCHINIM,GOA,403725.0,IN
Pune,MAHARASHTRA,411032.0,IN
Gautam Buddha Nagar,UTTAR PRADESH,201310.0,IN
"Tadigadapa,VIJAYAWADA",ANDHRA PRADESH,521137.0,IN
TALIPARAMBA,KERALA,670141.0,IN
AMLA,MADHYA PRADESH,460553.0,IN
Dakshin deogaon,WEST BENGAL,735213.0,IN
Gannavaram,ANDHRA PRADESH,521101.0,IN
Pune,MAHARASHTRA,411002.0,IN
AHMADNAGAR,MAHARASHTRA,422622.0,IN
Sangareddy,TELANGANA,502319.0,IN
Belur,WEST BENGAL,711227.0,IN
Kolhapur,MAHARASHTRA,416008.0,IN
Navanagar Bagalkot,KARNATAKA,587103.0,IN
KRISHNA,ANDHRA PRADESH,520010.0,IN
ITANAGAR,AR,791113.0,IN
PUDUPATTINAM,TAMIL NADU,603127.0,IN
WARANGAL,TELANGANA,506015.0,IN
Nattakam,KERALA,686013.0,IN
Ferozpur cantt,PUNJAB,152004.0,IN
YAVATMAL,MAHARASHTRA,445305.0,IN
"BHILAI-490006, DISTRICT -DURG ,",CHHATTISGARH,490006.0,IN
Mahroni,UTTAR PRADESH,284405.0,IN
MAHENDRAGARH,HARYANA,123028.0,IN
Chengelpattu,TAMIL NADU,600044.0,IN
"Borivali-west, MUMBAI",MAHARASHTRA,400091.0,IN
Barabungallow,MAHARASHTRA,410401.0,IN
Pollachi,TAMIL NADU,642003.0,IN
MALBAZAR,WEST BENGAL,735221.0,IN
Irinjalakuda,KERALA,680661.0,IN
GURGAON,HARYANA,122102.0,IN
Noida,UTTAR PRADESH,201305.0,IN
PATHARDI,MAHARASHTRA,414102.0,IN
Karad,MAHARASHTRA,415110.0,IN
NAGPUR,MAHARASHTRA,440035.0,IN
NADIAD,Gujarat,387370.0,IN
NALLASOPARA,MAHARASHTRA,401203.0,IN
BHOPAL,MADHYA PRADESH,462044.0,IN
gwalior,MADHYA PRADESH,474011.0,IN
sirsiya,UTTAR PRADESH,273302.0,IN
Vellore,TAMIL NADU,632002.0,IN
chennai,TAMIL NADU,600075.0,IN
delhi,DELHI,110023.0,IN
Bangalore,KARNATAKA,560070.0,IN
Medak,TELANGANA,502336.0,IN
Chengannur,KERALA,689506.0,IN
HYDERABAD-47,TELANGANA,500040.0,IN
HASTINAPUR,UTTAR PRADESH,250404.0,IN
KAMRUP,ASSAM,781028.0,IN
BIDHAN NAGAR,WEST BENGAL,700098.0,IN
kolkata,WEST BENGAL,700054.0,IN
chennai,TAMIL NADU,603202.0,IN
NORTH 24 PARGANAS,WEST BENGAL,743127.0,IN
BENGALURU-560005,KARNATAKA,560005.0,IN
KOZHIKODE,KERALA,673633.0,IN
GORAKHPUR,UTTAR PRADESH,273006.0,IN
NAYA RAIPUR,CHHATTISGARH,492015.0,IN
SAMUKTOLA,WEST BENGAL,736206.0,IN
Neura pequeno,GOA,403104.0,IN
COIMBATORE,TAMIL NADU,641032.0,IN
KARUNAGAPPALLY,KERALA,690518.0,IN
RAGHOGARH,MADHYA PRADESH,473226.0,IN
MANDLESHWAR,MADHYA PRADESH,451221.0,IN
MAHRAJGANJ MAHRAJGANJ DISTRICT,UTTAR PRADESH,273303.0,IN
BENGALURU-28,KARNATAKA,560028.0,IN
ALAPPUZHA,KERALA,688503.0,IN
CHALAKUDY,KERALA,680722.0,IN
Madurai,TAMIL NADU,625014.0,IN
Pune,MAHARASHTRA,412307.0,IN
DELHI,DELHI,110019.0,IN
Sanvordem,GOA,403706.0,IN
PURANATTUKARA,KERALA,680553.0,IN
Churhat,MADHYA PRADESH,486771.0,IN
